Type;Utility Action;Utility Premise;Proof;Applied Action;attr;my_gain;highest_gain;subset_size;
INFER;Receive Subset For Iteration; ; ;;;;;184;
INFER;Calculate Attribute Gain; ; ;;age;0.0266834852502291;0;184;
INFER;Select best attribute; ; ;;age;0.0266834852502291;0.0266834852502291;184;
INFER;Calculate Attribute Gain; ; ;;menopause;0.0269919536465748;0.0266834852502291;184;
INFER;Select best attribute; ; ;;menopause;0.0269919536465748;0.0269919536465748;184;
INFER;Calculate Attribute Gain; ; ;;tumor-size;0.014634128677029;0.0269919536465748;184;
INFER;Calculate Attribute Gain; ; ;;inv-nodes;0.0283452323594957;0.0269919536465748;184;
INFER;Select best attribute; ; ;;inv-nodes;0.0283452323594957;0.0283452323594957;184;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.0164554829664865;0.0283452323594957;184;
INFER;Calculate Attribute Gain; ; ;;deg-malig;0.0365378371220829;0.0283452323594957;184;
INFER;Select best attribute; ; ;;deg-malig;0.0365378371220829;0.0365378371220829;184;
INFER;Calculate Attribute Gain; ; ;;breast;0.00103893378041514;0.0365378371220829;184;
INFER;Calculate Attribute Gain; ; ;;breast-quad;0.0222504123672807;0.0365378371220829;184;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.0119316966909625;0.0365378371220829;184;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(deg-malig) = 0.0365378371220829;REMOVE deg-malig FROM SPLIT CONSIDERATION;irradiat;0.0119316966909625;0.0365378371220829;184;
DECIDE;Add New Node;Highest gain has been determined.;gain(deg-malig) = 0.0365378371220829;CREATE NODE FOR deg-malig;irradiat;0.0119316966909625;0.0365378371220829;184;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(deg-malig = 3) = DISTINCT;ITERATE FURTHER ON deg-malig = 3;irradiat;0.0119316966909625;0.0365378371220829;184;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.0119316966909625;0.0365378371220829;50;
INFER;Calculate Attribute Gain; ; ;;age;0.0774158175422709;0;50;
INFER;Select best attribute; ; ;;age;0.0774158175422709;0.0774158175422709;50;
INFER;Calculate Attribute Gain; ; ;;menopause;0.0931019466081252;0.0774158175422709;50;
INFER;Select best attribute; ; ;;menopause;0.0931019466081252;0.0931019466081252;50;
INFER;Calculate Attribute Gain; ; ;;tumor-size;0.119151059161042;0.0931019466081252;50;
INFER;Select best attribute; ; ;;tumor-size;0.119151059161042;0.119151059161042;50;
INFER;Calculate Attribute Gain; ; ;;inv-nodes;0.107143238660309;0.119151059161042;50;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.0618091898368623;0.119151059161042;50;
INFER;Calculate Attribute Gain; ; ;;breast;0.000551045873516287;0.119151059161042;50;
INFER;Calculate Attribute Gain; ; ;;breast-quad;0.0602098494402799;0.119151059161042;50;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.0130026968248799;0.119151059161042;50;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(tumor-size) = 0.119151059161042;REMOVE tumor-size FROM SPLIT CONSIDERATION;irradiat;0.0130026968248799;0.119151059161042;50;
DECIDE;Add New Node;Highest gain has been determined.;gain(tumor-size) = 0.119151059161042;CREATE NODE FOR tumor-size;irradiat;0.0130026968248799;0.119151059161042;50;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(tumor-size = 30-34) = DISTINCT;ITERATE FURTHER ON tumor-size = 30-34;irradiat;0.0130026968248799;0.119151059161042;50;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.0130026968248799;0.119151059161042;14;
INFER;Calculate Attribute Gain; ; ;;age;0.109686182377846;0;14;
INFER;Select best attribute; ; ;;age;0.109686182377846;0.109686182377846;14;
INFER;Calculate Attribute Gain; ; ;;menopause;0.0771653901039999;0.109686182377846;14;
INFER;Calculate Attribute Gain; ; ;;inv-nodes;0.0753959373497118;0.109686182377846;14;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.160112494299012;0.109686182377846;14;
INFER;Select best attribute; ; ;;node-caps;0.160112494299012;0.160112494299012;14;
INFER;Calculate Attribute Gain; ; ;;breast;0.0610537837338103;0.160112494299012;14;
INFER;Calculate Attribute Gain; ; ;;breast-quad;0.224660501980475;0.160112494299012;14;
INFER;Select best attribute; ; ;;breast-quad;0.224660501980475;0.224660501980475;14;
INFER;Calculate Attribute Gain; ; ;;irradiat;0.160112494299012;0.224660501980475;14;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(breast-quad) = 0.224660501980475;REMOVE breast-quad FROM SPLIT CONSIDERATION;irradiat;0.160112494299012;0.224660501980475;14;
DECIDE;Add New Node;Highest gain has been determined.;gain(breast-quad) = 0.224660501980475;CREATE NODE FOR breast-quad;irradiat;0.160112494299012;0.224660501980475;14;
DECIDE;Iterate further;Subset not fully classified on this value.;classifier(breast-quad = left_low) = DISTINCT;ITERATE FURTHER ON breast-quad = left_low;irradiat;0.160112494299012;0.224660501980475;14;
INFER;Receive Subset For Iteration; ; ;;irradiat;0.160112494299012;0.224660501980475;5;
INFER;Calculate Attribute Gain; ; ;;age;0.721928094887362;0;5;
INFER;Select best attribute; ; ;;age;0.721928094887362;0.721928094887362;5;
INFER;Calculate Attribute Gain; ; ;;menopause;0.170950594454669;0.721928094887362;5;
INFER;Calculate Attribute Gain; ; ;;inv-nodes;0.721928094887362;0.721928094887362;5;
INFER;Calculate Attribute Gain; ; ;;node-caps;0.721928094887362;0.721928094887362;5;
INFER;Calculate Attribute Gain; ; ;;breast;0.072905595320056;0.721928094887362;5;
INFER;Calculate Attribute Gain; ; ;;irradiat;0;0.721928094887362;5;
DECIDE;Remove Attribute from consideration;Highest gain has been determined.;gain(age) = 0.721928094887362;REMOVE age FROM SPLIT CONSIDERATION;irradiat;0;0.721928094887362;5;
DECIDE;Add New Node;Highest gain has been determined.;gain(age) = 0.721928094887362;CREATE NODE FOR age;irradiat;0;0.721928094887362;5;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 30-39) = no-recurrence-events;CREATE LEAF FOR age = 30-39;irradiat;0;0.721928094887362;5;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 40-49) = recurrence-events;CREATE LEAF FOR age = 40-49;irradiat;0;0.721928094887362;5;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 60-69) = no-recurrence-events;CREATE LEAF FOR age = 60-69;irradiat;0;0.721928094887362;5;
DECIDE;Add New Leaf;Subset perfectly classified.;classifier(age = 50-59) = no-recurrence-events;CREATE LEAF FOR age = 50-59;irradiat;0;0.721928094887362;5;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 70-79) = 0;NOTHING TO DO FOR age = 70-79;irradiat;0;0.721928094887362;5;
DECIDE;Skip Attribute-Value Combination;No attribute-value combination of this kind in this subset.;count(age = 20-29) = 0;NOTHING TO DO FOR age = 20-29;irradiat;0;0.721928094887362;5;
DECIDE;Move Up To Parent Value;All subsets corresponding to values of this attribute have been resolved.;age  considered fully.;MOVE UP TO VALUE. Back to left_low;irradiat;0;0.721928094887362;5;
